,progress,mae,mse,r2,cpu_time
0,finished,3.063010980736532,25.29829525028448,-0.2749347278030065,0.1774919033050537
1,finished,1.6726034358835618,7.135583050584703,0.6403946374920003,0.1289138793945312
2,finished,0.0001155258438828,1.0825071806628717e-07,0.999999994544589,0.095628023147583
3,finished,0.0064495886608797,0.00021781929432,0.9999890227629978,0.1407341957092285
4,finished,0.0032553730384144,1.7923053020325507e-05,0.9999990967485162,0.1275253295898437
5,finished,6.25793874551997e-05,2.2901084579528115e-08,0.9999999988458752,0.2047815322875976
6,finished,9.7174337669354e-05,4.8356218850277814e-08,0.9999999975630364,0.0950779914855957
7,finished,5.70167931982828e-05,7.749785336903617e-09,0.9999999996094412,0.2088711261749267
8,finished,0.0003411215845934,1.287785581108379e-06,0.9999999351006642,0.1230776309967041
9,finished,2.979819820386691,13.18311816463874,0.3356226179453905,0.0365486145019531
10,finished,3.0550560697906595,25.360767266310404,-0.2780830720672875,0.2117555141448974
11,finished,0.0001374410406662,9.851879373011029e-08,0.9999999950350396,0.1018996238708496
12,finished,7.990710593567938e-05,6.096402158614406e-08,0.9999999969276528,0.1973657608032226
13,finished,6.573794717108078e-05,4.131209292539785e-08,0.9999999979180328,0.0863399505615234
14,finished,0.0422007209687163,0.0028861551410907,0.999854549115551,0.209848403930664
15,finished,5.791731119121011e-05,4.521560091529928e-08,0.9999999977213112,0.2713668346405029
16,finished,2.922151477690111,13.637137929670876,0.3127418048383522,0.0996301174163818
17,finished,0.0025451520999845,0.0001026084139092,0.9999948289389082,0.168736457824707
18,finished,6.512213013822422e-05,5.193730172368604e-08,0.999999997382564,0.2014746665954589
19,finished,6.20569004741588e-05,5.5772313234829054e-08,0.9999999971892944,0.1429388523101806
20,finished,1.3824629204209642,3.155142180658564,0.8409932251370781,0.0475265979766845
21,finished,2.790131267747341,29.472446030424653,-0.4852955341750045,0.0230629444122314
22,finished,0.0002964105083694,9.190441082761996e-07,0.9999999536837862,0.0817227363586425
23,finished,3.2142555241638045e-05,9.330977773220745e-09,0.9999999995297554,0.2578678131103515
24,finished,9.683206282139314e-05,1.2606081334259242e-07,0.99999999364703,0.2552413940429687
25,finished,0.000569214835043,2.291832509643842e-06,0.999999884500642,0.2242462635040283
